UNIPROT	gene_name	mf	method	final_score
Q8NBW4	SLC38A9	other	proteoscore	-2.61013
Q92504	SLC39A7	other	PhosphoScore	-4.78835
P08195	SLC3A2	other	proteoscore	0.545863
Q8N370	SLC43A2	other	PhosphoScore	3.41421
Q8IWA5	SLC44A2	other	proteoscore	0.690067
P04920	SLC4A2	other	proteoscore	-0.775634
Q9UPY5	SLC7A11	other	PhosphoScore	3.29107
P19634	SLC9A1	other	PhosphoScore	-0.510505
Q92581	SLC9A6	other	proteoscore	-0.663292
Q9H2G2	SLK	kin	PhosphoScore	-0.6611766666666666
Q15796	SMAD2	tf	proteoscore	0.435522
P84022	SMAD3	tf	proteoscore	-2.55393
Q13485	SMAD4	tf	proteoscore	-0.373958
Q99717	SMAD5	tf	proteoscore	-0.872607
P28370	SMARCA1	other	proteoscore	-0.774463
P51532	SMARCA4	tf	proteoscore	-0.193427
O60264	SMARCA5	other	proteoscore	0.204182
Q9NZC9	SMARCAL1	other	proteoscore	1.61077
Q8TAQ2	SMARCC2	tf	proteoscore	-0.737846
Q96GM5	SMARCD1	tf	proteoscore	0.347051
Q92925	SMARCD2	tf	proteoscore	-0.504006
Q969G3	SMARCE1	tf	proteoscore	-0.48212699999999997
Q14683	SMC1A	other	proteoscore	0.637084
O95347	SMC2	other	proteoscore	0.716284
Q9UQE7	SMC3	other	proteoscore	0.766281
Q9NTJ3	SMC4	other	proteoscore	0.560273
Q8IY18	SMC5	other	proteoscore	0.889983
Q96SB8	SMC6	other	proteoscore	0.440742
Q9H4I9	SMDT1	other	proteoscore	0.63871
Q9UPR3	SMG5	other	proteoscore	-0.683696
P17405	SMPD1	other	proteoscore	4.56018
Q9NRG4	SMYD2	other	proteoscore	1.57282
O95863	SNAI1	tf	PhosphoScore	2.91426
O00161	SNAP23	other	proteoscore	-0.668695
P60880	SNAP25	other	proteoscore	1.63145
O95721	SNAP29	other	proteoscore	-2.57593
O76070	SNCG	other	proteoscore	-6.45265
Q7KZF4	SND1	tf	proteoscore	-1.61487
O75643	SNRNP200	other	proteoscore	-0.381786
Q8WVK2	SNRNP27	other	proteoscore	-0.685601
Q96DI7	SNRNP40	other	proteoscore	-0.248179
P09012	SNRPA	other	proteoscore	-0.273038
P14678	SNRPB	other	proteoscore	-3.37017
P09234	SNRPC	other	proteoscore	-0.908225
P62314	SNRPD1	other	proteoscore	-0.485167
P62316	SNRPD2	other	proteoscore	-0.619076
P62304	SNRPE	other	proteoscore	-0.315334
P62306	SNRPF	other	proteoscore	-0.32472
P62308	SNRPG	other	proteoscore	1.05081
O95149	SNUPN	other	proteoscore	-1.37275
Q96L92	SNX27	other	proteoscore	0.492414
Q9Y5X3	SNX5	other	proteoscore	0.743227
Q9UNH7	SNX6	other	proteoscore	-0.501324
Q9Y5X1	SNX9	other	proteoscore	-5.71169
P35610	SOAT1	other	proteoscore	-3.49015
O14508	SOCS2	other	proteoscore	-3.07007
P00441	SOD1	other	proteoscore	-4.89831
P04179	SOD2	other	proteoscore	-0.82103
P18583	SON	other	proteoscore	-0.594994
Q9BX66	SORBS1	other	proteoscore	0.663256
Q99523	SORT1	other	proteoscore	-2.15824
Q07889	SOS1	other	proteoscore	-1.82072
Q6X4U4	SOSTDC1	kin	proteoscore	0.733854
P35712	SOX6	tf	proteoscore	2.86105
P23497	SP100	tf	proteoscore	-2.25768
Q02447	SP3	tf	proteoscore	-0.32243
O60271	SPAG9	other	proteoscore	-1.02327
Q8NBT2	SPC24	other	proteoscore	-4.77308
Q9HBM1	SPC25	other	proteoscore	-3.83114
Q96EA4	SPDL1	other	proteoscore	0.692376
Q96T58	SPEN	tf	proteoscore	-0.707619
Q96JI7	SPG11	other	proteoscore	-1.39877
Q9NRA0	SPHK2	kin	proteoscore	2.86675
P17947	SPI1	tf	proteoscore	1.15312
Q9Y657	SPIN1	other	proteoscore	0.684024
P35270	SPR	other	proteoscore	-5.70736
Q9C004	SPRY4	other	proteoscore	-2.47829
P02549	SPTA1	other	proteoscore	0.965061
Q13813	SPTAN1	other	proteoscore	1.47519
P11277	SPTB	other	proteoscore	-2.66817
Q01082	SPTBN1	other	proteoscore	0.762337
O15269	SPTLC1	other	proteoscore	-1.45896
Q14534	SQLE	other	proteoscore	-1.05848
Q13501	SQSTM1	kin	proteoscore	-1.45026
P12931	SRC	kin	PhosphoScore	-5.07364
Q6ZRS2	SRCAP	tf	proteoscore	-0.759059
P30626	SRI	other	proteoscore	0.52781
P09132	SRP19	other	proteoscore	-0.325363
P61011	SRP54	other	proteoscore	0.305343
Q96SB4	SRPK1	kin	VIPER	-0.06103305814977233
P78362	SRPK2	kin	VIPER	-0.05328250252038133
Q9Y5M8	SRPRB	other	proteoscore	-0.5276
Q9GZT4	SRR	other	proteoscore	-2.24869
P84103	SRSF3	other	proteoscore	-0.418633
Q13243	SRSF5	other	proteoscore	1.10534
Q16629	SRSF7	other	proteoscore	-0.32029
P05455	SSB	other	proteoscore	-0.918147
Q8WYL5	SSH1	phos	PhosphoScore	1.50089
Q76I76	SSH2	phos	proteoscore	0.949718
Q08945	SSRP1	other	proteoscore	0.34077
Q9NP77	SSU72	other	proteoscore	0.831189
Q11206	ST3GAL4	other	proteoscore	2.05691
P15907	ST6GAL1	other	proteoscore	-0.8277
Q9NRC1	ST7	other	proteoscore	-1.32964
Q92783	STAM	other	proteoscore	-0.931952
O75886	STAM2	other	proteoscore	0.291506
O95630	STAMBP	other	proteoscore	-1.48941
P49675	STAR	other	proteoscore	-4.29313
Q9Y365	STARD10	other	PhosphoScore	1.35516
P42224	STAT1	tf	PhosphoScore	-1.84326
P52630	STAT2	tf	proteoscore	-0.362077
P42229	STAT5A	tf	proteoscore	-2.16777
P51692	STAT5B	tf	proteoscore	-1.0911
Q13586	STIM1	other	PhosphoScore	2.57331425
O94804	STK10	kin	proteoscore	3.72737
Q15831;Q15831	STK11	kin	proteoscore	0.708015
Q8N1F8	STK11IP	other	proteoscore	-0.982696
O75716	STK16	kin	VIPER	-9.123821974299915
O94768	STK17B	kin	proteoscore	-0.40478
Q9Y6E0	STK24	kin	proteoscore	0.422902
Q13188	STK3	kin	proteoscore	-0.812467
Q9Y2H1	STK38L	kin	proteoscore	1.68574
Q13043	STK4	kin	VIPER	0.08887894263788877
P16949	STMN1	other	PhosphoScore	0.8978033333333334
P27105	STOM	other	proteoscore	-5.50278
Q9Y3F4	STRAP	other	proteoscore	1.2991
O43815	STRN	other	proteoscore	-0.409214
P46977	STT3A	other	proteoscore	-0.521517
O60499	STX10	other	proteoscore	-2.25793
P56962	STX17	other	proteoscore	-0.323671
Q12846	STX4	other	proteoscore	-0.449571
Q13190	STX5	other	proteoscore	0.459095
Q9UNK0	STX8	other	proteoscore	1.36378
P61764	STXBP1	other	proteoscore	-0.284366
Q15833	STXBP2	other	proteoscore	-0.248822
Q9P2R7	SUCLA2	other	proteoscore	1.0326
P53597	SUCLG1	other	proteoscore	0.558731
Q9H7L9	SUDS3	other	proteoscore	0.420037
Q9UMX1	SUFU	tf	proteoscore	2.60241
P63165	SUMO1	other	proteoscore	0.62618
Q9UH99	SUN2	other	proteoscore	1.3571
O00267	SUPT5H	other	proteoscore	0.158617
Q7KZ85	SUPT6H	other	proteoscore	-0.208055
O94864	SUPT7L	tf	proteoscore	0.666336
Q15526	SURF1	other	proteoscore	-2.97276
O43463	SUV39H1	other	proteoscore	0.79704
Q15022	SUZ12	other	PhosphoScore	0.471815
Q8NHG7	SVIP	other	proteoscore	-1.66183
P43405	SYK	kin	VIPER	0.9729609657839254
O60506	SYNCRIP	other	proteoscore	0.539605
Q8NF91	SYNE1	other	proteoscore	-5.53531
Q8WXH0	SYNE2	other	proteoscore	-0.791595
Q6ZMZ3	SYNE3	other	proteoscore	2.07237
Q96PV0	SYNGAP1	other	proteoscore	-1.09261
O43426	SYNJ1	other	proteoscore	1.1052
Q8IYJ3	SYTL1	other	proteoscore	-0.54027
Q15750	TAB1	other	proteoscore	-0.503864
Q9NYJ8	TAB2	other	proteoscore	1.60039
Q96BN2	TADA1	tf	proteoscore	0.885004
O75528	TADA3	tf	proteoscore	-1.34716
Q16514	TAF12	tf	proteoscore	0.880121
Q92804	TAF15	tf	proteoscore	-1.9205
O75529	TAF5L	tf	proteoscore	0.85524
P49848	TAF6	tf	proteoscore	0.331553
Q9Y6J9	TAF6L	tf	proteoscore	0.518493
Q15545	TAF7	other	proteoscore	-0.630875
Q7Z7C8	TAF8	other	proteoscore	-1.52114
Q16594	TAF9	tf	proteoscore	-2.09982
P37802	TAGLN2	other	proteoscore	0.404975
P17542	TAL1	tf	proteoscore	0.795826
P37837	TALDO1	other	proteoscore	-1.31982
Q9HCD6	TANC2	other	proteoscore	6.84621
Q92844	TANK	other	proteoscore	0.950063
Q7L7X3	TAOK1	kin	proteoscore	0.522349
Q9UL54	TAOK2	kin	proteoscore	0.89205
Q9H2K8	TAOK3	kin	proteoscore	0.798756
Q15633	TARBP2	other	proteoscore	-0.95213
Q13148	TARDBP	other	proteoscore	0.614758
Q9BW92	TARS2	other	proteoscore	-0.617286
Q86VP1	TAX1BP1	other	proteoscore	3.28535
Q86TI0	TBC1D1	other	proteoscore	3.61659
Q3MII6	TBC1D25	other	proteoscore	1.84825
O60343	TBC1D4	other	proteoscore	-0.520359
Q9P0N9	TBC1D7	other	proteoscore	-2.16948
Q99426	TBCB	other	proteoscore	0.467875
Q9UHD2	TBK1	kin	VIPER	0.05782364820627922
O60907	TBL1X	tf	proteoscore	1.73052
Q9BZK7	TBL1XR1	tf	proteoscore	-1.20313
P21731	TBXA2R	other	PhosphoScore	-3.54123
P24557	TBXAS1	other	proteoscore	3.14719
Q99081	TCF12	tf	proteoscore	1.43966
P15923	TCF3	tf	PhosphoScore	5.64454
Q13428	TCOF1	other	proteoscore	-0.487175
P17987	TCP1	other	proteoscore	-0.399891
Q9NUW8	TDP1	other	proteoscore	1.02565
O95551	TDP2	tf	proteoscore	-3.79092
P42680	TEC	kin	PhosphoScore	-1.71865
Q9Y4R8	TELO2	other	proteoscore	-0.956712
P54274	TERF1	other	proteoscore	-1.66086
Q9NYB0	TERF2IP	other	proteoscore	-1.08485
Q9NXF1	TEX10	other	proteoscore	-0.456914
Q00059	TFAM	tf	proteoscore	-2.6226
Q01664	TFAP4	tf	proteoscore	-0.83025
Q9H5Q4	TFB2M	tf	proteoscore	-2.99151
Q12800	TFCP2	tf	proteoscore	-4.34795
Q14186	TFDP1	tf	proteoscore	1.54657
P19484	TFEB	tf	PhosphoScore	-2.6756333333333333
Q92734	TFG	other	proteoscore	-0.419244
P10646	TFPI	other	proteoscore	2.18982
P02786	TFRC	other	proteoscore	-1.11776
P01137	TGFB1	other	proteoscore	1.75671
P36897	TGFBR1	kin	VIPER	-1.334272769034543
Q8WUH2	TGFBRAP1	other	proteoscore	-1.19835
P22735	TGM1	other	proteoscore	1.24843
P21980	TGM2	other	proteoscore	-1.30963
Q5T1C6	THEM4	other	proteoscore	-2.64929
Q96FV9	THOC1	other	proteoscore	-0.491164
Q8NI27	THOC2	other	proteoscore	-0.722779
Q96J01	THOC3	other	proteoscore	-0.895732
Q13769	THOC5	other	proteoscore	-0.404943
Q86W42	THOC6	other	proteoscore	-0.598698
P52888	THOP1	other	proteoscore	0.294054
Q01085	TIAL1	other	proteoscore	0.310853
Q9UNS1	TIMELESS	other	proteoscore	0.631938
Q99595	TIMM17A	other	proteoscore	-0.880318
Q9BVV7	TIMM21	other	proteoscore	1.00117
Q9Y584	TIMM22	other	proteoscore	-0.291692
O14925	TIMM23	other	proteoscore	-2.0504
O43615	TIMM44	other	proteoscore	-0.953337
Q3ZCQ8	TIMM50	phos	proteoscore	-0.81312
P01033	TIMP1	other	proteoscore	-4.33413
Q07157	TJP1	other	proteoscore	0.544179
Q9UDY2	TJP2	kin	proteoscore	1.88114
P04183	TK1	kin	proteoscore	-1.53478
P29401	TKT	other	proteoscore	0.388781
Q04726	TLE3	tf	proteoscore	-3.96708
Q9UKI8	TLK1	kin	proteoscore	-0.834599
Q86UE8	TLK2	kin	VIPER	-0.02381306449714844
Q9Y490	TLN1	other	proteoscore	1.61124
Q92544	TM9SF4	other	proteoscore	-0.686641
P55061	TMBIM6	other	proteoscore	-0.972105
Q8TDI8	TMC1	other	proteoscore	2.45357
P61165	TMEM258	other	proteoscore	2.00586
Q5BJF2	TMEM97	other	proteoscore	-4.68449
Q9NVH6	TMLHE	other	proteoscore	-1.00779
P28289	TMOD1	other	proteoscore	-2.13647
O95379	TNFAIP8	other	proteoscore	2.55755
Q6P589	TNFAIP8L2	other	proteoscore	3.88095
O00220	TNFRSF10A	other	proteoscore	-2.11009
Q9UKE5	TNIK	kin	VIPER	-0.08295859536028573
Q15025	TNIP1	other	proteoscore	0.614912
Q13470	TNK1	kin	PhosphoScore	2.87892
Q07912	TNK2	kin	proteoscore	0.953663
Q9C0C2	TNKS1BP1	other	proteoscore	-1.80349
Q8NDV7	TNRC6A	other	proteoscore	1.01241
Q9UPQ9	TNRC6B	other	proteoscore	-0.329361
Q9H0E2	TOLLIP	other	proteoscore	0.739044
O75674	TOM1L1	other	proteoscore	0.471386
Q15388	TOMM20	other	proteoscore	-0.379311
Q9NS69	TOMM22	other	proteoscore	-0.395027
O96008	TOMM40	other	proteoscore	-1.05395
Q8N4H5	TOMM5	other	proteoscore	-1.63589
P11387	TOP1	kin	proteoscore	-0.42225
P11388	TOP2A	other	PhosphoScore	-6.677255
Q92547	TOPBP1	other	proteoscore	1.50112
Q9NS56	TOPORS	other	PhosphoScore	1.10211
O14656	TOR1A	other	proteoscore	-1.25546
Q5JTV8	TOR1AIP1	other	proteoscore	-1.4279
Q12888	TP53BP1	tf	PhosphoScore	-0.998826
Q13625	TP53BP2	other	proteoscore	-2.05336
Q53FA7	TP53I3	other	proteoscore	-1.85842
Q96S44	TP53RK	kin	proteoscore	-0.730668
P55327	TPD52	other	proteoscore	3.91957
P60174;P60174	TPI1	other	PhosphoScore	-7.46245
P09493	TPM1	other	proteoscore	0.9109
P67936	TPM4	other	proteoscore	-4.85375
P12270	TPR	other	proteoscore	-0.482972
P13693	TPT1	other	proteoscore	0.885348
Q9ULW0	TPX2	other	PhosphoScore	-1.68969
Q15628	TRADD	other	proteoscore	1.35259
Q12933	TRAF2	other	proteoscore	-3.68397
Q13114	TRAF3	other	proteoscore	0.938413
Q9BUZ4	TRAF4	other	proteoscore	-0.917539
Q96F44	TRIM11	other	proteoscore	-2.28998
P19474	TRIM21	tf	proteoscore	1.04186
O15164	TRIM24	tf	proteoscore	-1.54801
Q14258	TRIM25	tf	proteoscore	-1.18902
P14373	TRIM27	tf	proteoscore	-0.449949
Q13263	TRIM28	tf	PhosphoScore	-4.97167
Q9UPN9	TRIM33	other	proteoscore	-0.704267
O00635	TRIM38	tf	proteoscore	-2.23953
Q9C037	TRIM4	other	proteoscore	-3.02903
Q8WV44	TRIM41	other	proteoscore	-1.12702
Q96LD4	TRIM47	other	proteoscore	0.871966
Q8NG06	TRIM58	other	proteoscore	-1.48233
Q6PJ69	TRIM65	other	proteoscore	-4.28788
Q9H2D6	TRIOBP	other	proteoscore	1.20591
Q15642	TRIP10	other	proteoscore	-1.20694
Q15643	TRIP11	tf	proteoscore	1.09686
Q14669	TRIP12	other	proteoscore	1.18515
Q15654	TRIP6	other	proteoscore	-4.69807
Q8TEL6	TRPC4AP	other	proteoscore	-1.1126
P49815	TSC2	other	proteoscore	0.452541
Q15714	TSC22D1	other	proteoscore	1.15617
Q99816	TSG101	tf	proteoscore	-0.893792
Q6DKK2	TTC19	other	proteoscore	-3.18335
Q8N0Z6	TTC5	other	proteoscore	0.543739
Q15361	TTF1	other	proteoscore	2.47565
Q9UNY4	TTF2	other	proteoscore	-0.640019
O43156	TTI1	other	PhosphoScore	-3.21912
P33981	TTK	kin	proteoscore	-0.664197
Q8NG68	TTL	other	proteoscore	-1.76024
Q9C0H2	TTYH3	other	proteoscore	1.72865
Q9BQE3	TUBA1C	other	proteoscore	-1.82755
P68366	TUBA4A	other	proteoscore	1.38299
Q9NY65	TUBA8	other	proteoscore	3.94279
P07437	TUBB	other	proteoscore	-1.36029
Q13885	TUBB2A	other	proteoscore	-2.33369
Q9BUF5	TUBB6	other	proteoscore	-0.875943
Q9UJT0	TUBE1	other	proteoscore	1.49259
P23258	TUBG1	other	proteoscore	-0.515799
Q9BSJ2	TUBGCP2	other	proteoscore	-0.303281
Q96RT7	TUBGCP6	other	proteoscore	-1.23283
P49411	TUFM	other	proteoscore	-1.99179
Q9H6E5	TUT1	other	proteoscore	1.82976
P10599	TXN	other	proteoscore	0.411521
Q99757	TXN2	other	proteoscore	-0.577744
Q9H3M7	TXNIP	other	proteoscore	0.37116
P29597	TYK2	kin	proteoscore	-1.18763
P04818	TYMS	other	proteoscore	-0.423503
P22314	UBA1	other	proteoscore	0.602803
Q9UBT2	UBA2	other	proteoscore	0.253829
Q8TBC4	UBA3	other	proteoscore	-0.422426
A0AVT1	UBA6	other	proteoscore	-1.09617
Q9BSL1	UBAC1	other	proteoscore	-2.58037
Q5T6F2	UBAP2	other	proteoscore	1.23377
Q14157	UBAP2L	other	proteoscore	0.2986
Q8TF42	UBASH3B	phos	proteoscore	4.2387
P49459	UBE2A	other	proteoscore	-1.00517
P63146	UBE2B	other	proteoscore	1.13712
O00762	UBE2C	other	proteoscore	5.6552
P62837	UBE2D2	other	proteoscore	0.379329
P61077	UBE2D3	other	proteoscore	0.935623
P51965	UBE2E1	other	proteoscore	0.870055
Q969M7	UBE2F	other	proteoscore	1.033
P60604	UBE2G2	other	proteoscore	-0.916018
P63279	UBE2I	other	proteoscore	-0.430274
Q9Y385	UBE2J1	other	proteoscore	1.37073
Q8N2K1	UBE2J2	other	proteoscore	-1.70638
P68036	UBE2L3	tf	proteoscore	-1.48314
O14933	UBE2L6	other	proteoscore	-2.68668
P61088	UBE2N	other	proteoscore	-0.365081
Q9C0C9	UBE2O	other	proteoscore	-0.434046
Q7Z7E8	UBE2Q1	other	proteoscore	0.317946
Q712K3	UBE2R2	other	proteoscore	-0.266188
Q16763	UBE2S	other	proteoscore	-0.208813
Q9NPD8	UBE2T	other	proteoscore	-1.14783
Q9H832	UBE2Z	other	proteoscore	0.315232
Q05086;Q05086	UBE3A	tf	proteoscore	0.633369
Q15386	UBE3C	other	proteoscore	0.369319
Q14139	UBE4A	other	proteoscore	-0.446311
P11441	UBL4A	other	proteoscore	-0.56944
Q9NPG3	UBN1	other	proteoscore	-1.70641
Q9UMX0	UBQLN1	other	proteoscore	-0.514914
Q9UHD9	UBQLN2	other	proteoscore	0.53552
Q9NRR5	UBQLN4	other	proteoscore	-0.33027
Q8IWV7	UBR1	other	proteoscore	0.580588
Q8IWV8	UBR2	other	proteoscore	0.651589
Q5T4S7	UBR4	other	proteoscore	-0.896376
P17480	UBTF	other	proteoscore	0.25798
O00124	UBXN8	other	proteoscore	-1.89917
P15374	UCHL3	other	proteoscore	1.20335
Q9Y5K5	UCHL5	other	proteoscore	0.280177
Q9NWZ5	UCKL1	kin	proteoscore	-0.83297
O94874	UFL1	other	proteoscore	-1.3921
Q16739	UGCG	other	proteoscore	1.70075
Q16851	UGP2	other	proteoscore	-1.55983
Q96T88;Q96T88	UHRF1	other	proteoscore	0.809985
Q96PU4	UHRF2	other	proteoscore	2.27211
Q96RL1	UIMC1	other	proteoscore	-0.540403
P11172	UMPS	other	proteoscore	2.12282
P13051	UNG	other	PhosphoScore	-4.1850966666666665
Q92900	UPF1	other	proteoscore	0.143606
Q9HAU5	UPF2	other	proteoscore	-0.527343
Q9UDW1	UQCR10	other	proteoscore	0.235934
O14957	UQCR11	other	proteoscore	-0.676944
P31930	UQCRC1	other	proteoscore	-0.62393
P22695	UQCRC2	other	proteoscore	-0.443659
P47985	UQCRFS1	other	proteoscore	-5.45698
P07919	UQCRH	other	proteoscore	-2.94628
O14949	UQCRQ	other	proteoscore	-1.66164
P22415	USF1	tf	proteoscore	-1.28364
Q15853	USF2	tf	proteoscore	-1.17417
Q9Y6N9	USH1C	other	proteoscore	3.14346
O60763	USO1	other	proteoscore	-1.27116
O94782	USP1	other	PhosphoScore	-3.03261
Q14694	USP10	other	proteoscore	-0.824397
P54578	USP14	other	proteoscore	-0.502608
Q9Y4E8	USP15	other	proteoscore	-1.15255
Q9Y2K6	USP20	other	proteoscore	-1.53036
Q9UPT9	USP22	tf	proteoscore	-2.64131
Q9UPU5	USP24	other	proteoscore	-0.837446
Q9UHP3	USP25	other	proteoscore	1.34096
Q96RU2	USP28	other	proteoscore	-1.17385
Q53GS9	USP39	other	proteoscore	-0.383907
Q13107	USP4	other	proteoscore	3.08862
Q70EL2	USP45	other	proteoscore	2.26572
P45974	USP5	other	proteoscore	0.370535
Q93009	USP7	other	proteoscore	-0.186504
P40818	USP8	other	proteoscore	-0.82013
Q93008	USP9X	other	PhosphoScore	-3.16395
Q9P2Y5	UVRAG	other	proteoscore	0.690562
Q08AM6	VAC14	other	proteoscore	0.663566
P63027	VAMP2	other	proteoscore	-1.65139
Q15836	VAMP3	other	proteoscore	1.13348
O75379	VAMP4	other	proteoscore	0.532828
Q9BV40	VAMP8	other	PhosphoScore	0.21020150000000004
Q9P0L0	VAPA	other	proteoscore	-1.4775
O95292	VAPB	other	proteoscore	-0.631968
Q5ST30	VARS2	other	proteoscore	-1.91946
P50552	VASP	other	proteoscore	-0.691468
P15498	VAV1	other	proteoscore	0.519965
P61758	VBP1	other	proteoscore	-0.564154
P18206	VCL	other	proteoscore	-1.5085
P55072	VCP	other	proteoscore	0.434502
Q96JH7	VCPIP1	other	proteoscore	0.30142
P21796	VDAC1	other	proteoscore	-0.359655
Q14119	VEZF1	tf	proteoscore	1.20271
P08670	VIM	other	PhosphoScore	-3.2457399999999996
Q9H9C1	VIPAS39	other	proteoscore	0.700645
Q9BQB6	VKORC1	other	proteoscore	-0.811175
Q8N0U8	VKORC1L1	other	proteoscore	-0.671174
Q9H270	VPS11	other	proteoscore	-0.3366
Q9H269	VPS16	other	proteoscore	-0.614592
Q9P253	VPS18	other	proteoscore	-0.519987
Q96AX1	VPS33A	other	proteoscore	-0.667041
Q96QK1	VPS35	other	proteoscore	-0.405817
Q9UN37	VPS4A	other	proteoscore	-1.54158
Q15906	VPS72	other	proteoscore	-1.73743
Q8N3P4	VPS8	other	proteoscore	-1.36666
Q86Y07	VRK2	kin	VIPER	-0.1357102301481646
Q8IV63	VRK3	kin	proteoscore	0.783792
P04004	VTN	other	proteoscore	-0.689862
Q9BTA9	WAC	other	proteoscore	0.380178
Q9UGM6	WARS2	other	proteoscore	-4.03404
P42768	WAS	other	PhosphoScore	3.62069
O00401	WASL	other	proteoscore	-0.784992
Q969T9	WBP2	tf	proteoscore	-1.32106
O75717	WDHD1	other	proteoscore	0.793344
Q9BV38	WDR18	other	proteoscore	-0.439578
Q96S15	WDR24	other	proteoscore	0.418543
Q9Y484	WDR45	other	proteoscore	0.937771
Q5MNZ6	WDR45B	other	proteoscore	1.06787
P61964	WDR5	other	proteoscore	0.375613
Q6PJI9	WDR59	other	proteoscore	-0.496036
O43379	WDR62	other	PhosphoScore	-4.65182
Q9BRX9	WDR83	other	proteoscore	0.54724
Q8N9V3	WDSUB1	other	proteoscore	-4.1745
P30291	WEE1	kin	proteoscore	-0.944017
O43516	WIPF1	other	proteoscore	1.52102
Q9Y4P8	WIPI2	other	proteoscore	0.289172
Q9H4A3	WNK1	kin	VIPER	0.06434057006704509
Q96J92	WNK4	kin	PhosphoScore	-2.45909
Q9BUR4	WRAP53	other	proteoscore	-1.05159
Q14191	WRN	other	proteoscore	-1.54088
P19544;P19544	WT1	tf	proteoscore	-3.39717
Q15007	WTAP	other	proteoscore	-0.376978
P98170	XIAP	other	proteoscore	-1.81809
Q01831	XPC	tf	proteoscore	-2.51476
O14980	XPO1	other	proteoscore	-0.806595
Q9HAV4	XPO5	other	proteoscore	-0.919762
O43592	XPOT	other	proteoscore	-0.604946
P18887	XRCC1	other	proteoscore	-0.479484
Q13426	XRCC4	other	proteoscore	-2.07578
P13010	XRCC5	other	proteoscore	-4.67239
P12956	XRCC6	other	proteoscore	-4.18209
Q9H0D6	XRN2	other	proteoscore	0.329417
Q9Y2Z4	YARS2	other	proteoscore	-0.721067
P67809	YBX1	other	PhosphoScore	1.6062
O95619	YEATS4	other	proteoscore	-0.724163
P07947	YES1	kin	VIPER+PhosphoScore	-2.2589586938421427
Q5BJH7	YIF1B	other	proteoscore	-3.84039
Q9Y5A9	YTHDF2	other	proteoscore	-0.344057
P31946	YWHAB	other	proteoscore	-0.254984
P62258	YWHAE	other	proteoscore	0.228663
P61981	YWHAG	other	proteoscore	-0.544409
Q04917	YWHAH	other	proteoscore	0.973439
O96006	ZBED1	tf	proteoscore	1.17244
O75152	ZC3H11A	other	proteoscore	0.284785
Q7Z2W4	ZC3HAV1	other	proteoscore	-2.23446
Q86WB0	ZC3HC1	other	PhosphoScore	3.66767
Q8IUH4	ZDHHC13	other	proteoscore	2.40143
Q9C0B5	ZDHHC5	other	proteoscore	-1.30885
O60315	ZEB2	tf	proteoscore	-2.66726
Q07352	ZFP36L1	other	PhosphoScore	1.72779
O95159	ZFPL1	other	proteoscore	-1.14708
Q8IX07	ZFPM1	tf	proteoscore	3.33224
Q9ULJ6	ZMIZ1	tf	proteoscore	0.517663
Q9ULU4	ZMYND8	tf	proteoscore	-1.82964
Q9UQR1	ZNF148	tf	proteoscore	1.44261
O75362	ZNF217	tf	proteoscore	-1.46519
Q9Y2X9	ZNF281	tf	proteoscore	-0.876248
Q5VUA4	ZNF318	other	proteoscore	-2.23472
Q8TF68	ZNF384	tf	proteoscore	0.861184
Q86UK7	ZNF598	other	proteoscore	-0.626654
Q969S3	ZNF622	other	proteoscore	-1.1056
Q9H900	ZWILCH	other	proteoscore	0.469588
O95229	ZWINT	other	proteoscore	-3.4218
