UNIPROT.K562	gene_name	mf	method.K562	final_score.K562	UNIPROT.LAMA84	method.LAMA84	final_score.LAMA84	conc
NA	ZHX1	tf	NA	NA	Q9UKY1	proteoscore	-0.905382	NA
NA	ZMYM2	other	NA	NA	Q9UBW7	proteoscore	0.440396	NA
NA	ZMYND11	tf	NA	NA	Q15326	proteoscore	-0.577471	NA
NA	ZNF511	other	NA	NA	Q8NB15	proteoscore	-1.1274	NA
NA	ZNRF1	other	NA	NA	Q8ND25	proteoscore	-1.66511	NA
NA	ZW10	other	NA	NA	O43264	proteoscore	-0.402062	NA
Q00535	CDK5	kin	VIPER	-9.054333801	Q00535	VIPER	-6.299173689	57.03482125
Q00534	CDK6	kin	VIPER	-6.122798285	Q00534	VIPER	-8.567298887	52.45584293
Q13315	ATM	kin	VIPER	3.513066499	Q13315	VIPER+PhosphoScore	12.98264174	45.60888377
P24941	CDK2	kin	VIPER	-8.14701842	P24941	VIPER	-5.3505844	43.59130966
P62753	RPS6	other	PhosphoScore	-4.41719	P62753	PhosphoScore	-4.40974	19.47865943
P08559	PDHA1	other	PhosphoScore	-4.81553	P08559	PhosphoScore	-3.965	19.09357645
Q9UK32	RPS6KA6	kin	VIPER	-19.34404348	Q9UK32	VIPER	-0.95040534	18.38468222
P67809	YBX1	other	PhosphoScore	-3.62908	P67809	PhosphoScore	-4.19005	15.20602665
P42229	STAT5A	tf	PhosphoScore	-4.26878	P42229	PhosphoScore	-3.42862	14.63602448
Q96Q15	SMG1	kin	VIPER	1.357729555	Q96Q15	VIPER	10.41392038	14.13928748
P04049	RAF1	kin	PhosphoScore	2.65582	P04049	PhosphoScore	4.28143	11.37070742
P28482	MAPK1	kin	VIPER+PhosphoScore	-2.666608765	P28482	VIPER+PhosphoScore	-4.262340672	11.365995
Q12834	CDC20	other	PhosphoScore	1.74564	Q12834	PhosphoScore	5.581	9.74241684
P00519;P00519	ABL1	kin	VIPER+PhosphoScore	-2.909134013	P00519;P00519	VIPER+PhosphoScore	-3.346466308	9.735318961
Q8WUM9	SLC20A1	other	proteoscore	-3.24235	Q8WUM9	proteoscore	-2.882	9.3444527
P19634	SLC9A1	other	PhosphoScore	-2.40427	P19634	PhosphoScore	-3.88076	9.330394845
P42684	ABL2	kin	PhosphoScore	-2.55344	P42684	PhosphoScore	-3.61537	9.231630373
O43283	MAP3K13	kin	VIPER	-1.582631751	O43283	VIPER	-5.681896438	8.992349709
Q96KB5	PBK	kin	VIPER+PhosphoScore	-1.765010447	Q96KB5	PhosphoScore	-5.08819	8.980708506
P78527	PRKDC	kin	VIPER+PhosphoScore	1.062957443	P78527	VIPER	8.17018233	8.684556115
P29353;P29353	SHC1	other	PhosphoScore	-2.16875	P29353;P29353	PhosphoScore	-3.8416	8.33147
O75496	GMNN	tf	proteoscore	-1.90801	O75496	proteoscore	-4.34043	8.281583844
Q86UE8	TLK2	kin	VIPER	1.335622115	Q86UE8	VIPER	6.109376136	8.159817875
Q13571	LAPTM5	other	proteoscore	-3.36714	Q13571	proteoscore	-2.28451	7.692265001
O60381	HBP1	tf	PhosphoScore	2.27146	O60381	PhosphoScore	3.35123	7.612184896
P23443;P23443	RPS6KB1	kin	VIPER+PhosphoScore	-2.906115766	P23443;P23443	PhosphoScore	-2.60512	7.570780303
Q92769	HDAC2	other	PhosphoScore	-1.51756	Q92769	PhosphoScore	-4.72423	7.169302479
P11802	CDK4	kin	VIPER	-4.505815172	P11802	VIPER	-1.522978525	6.862259745
O75676	RPS6KA4	kin	VIPER	-1.15202332	O75676	VIPER	-5.775195223	6.653159572
Q8TD19	NEK9	kin	VIPER	4.12413787	Q8TD19	VIPER	1.610734368	6.642890607
Q16763	UBE2S	other	proteoscore	-2.33397	Q16763	proteoscore	-2.60305	6.075440609
Q9Y4H2	IRS2	other	PhosphoScore	1.47074	Q9Y4H2	PhosphoScore	4.115805	6.053279046
Q13309	SKP2	other	proteoscore	-1.44074	Q13309	PhosphoScore	-4.005415	5.770761607
Q9UKI8	TLK1	kin	VIPER	1.577366822	Q9UKI8	VIPER	3.632019328	5.729026786
P01106	MYC	tf	PhosphoScore	-1.97509	P01106	PhosphoScore	-2.89835	5.724502102
Q00526	CDK3	kin	VIPER	-2.233480779	Q00526	VIPER	-2.483182914	5.546141309
Q96QD8	SLC38A2	other	proteoscore	-1.65914	Q96QD8	proteoscore	-3.16244	5.246930702
P02730	SLC4A1	other	proteoscore	1.767	P02730	proteoscore	2.9626	5.2349142
Q6XUX3	DSTYK	kin	VIPER	0.565184582	Q6XUX3	VIPER	8.868999193	5.0126216
Q96EA4	SPDL1	other	proteoscore	-1.35216	Q96EA4	proteoscore	-3.67952	4.975299763
Q9H063	MAF1	other	PhosphoScore	1.091687	Q9H063	PhosphoScore	4.49518	4.907329569
Q9NYY3	PLK2	kin	VIPER	1.079752036	Q9NYY3	VIPER	4.537381604	4.899247025
P32298	GRK4	kin	VIPER	0.796550002	P32298	VIPER	6.067330707	4.832932288
O00220	TNFRSF10A	other	proteoscore	-2.81678	O00220	proteoscore	-1.70115	4.791765297
P36955	SERPINF1	other	proteoscore	1.11426	P36955	proteoscore	4.29723	4.7882315
P13796	LCP1	other	PhosphoScore	-1.77676	P13796	PhosphoScore	-2.60797	4.633736777
P41134	ID1	other	proteoscore	-1.97513	P41134	proteoscore	-2.33413	4.610210187
Q9NPD8	UBE2T	other	proteoscore	-1.918	Q9NPD8	proteoscore	-2.40282	4.60860876
Q9NV92	NDFIP2	other	proteoscore	-3.35501	Q9NV92	proteoscore	-1.37191	4.602771769
P27708	CAD	kin	PhosphoScore	-1.85611	P27708	PhosphoScore	-2.46107	4.568016638
Q9ULW0	TPX2	other	proteoscore	-1.83298	Q9ULW0	PhosphoScore	-2.362	4.32949876
Q9NYV6	RRN3	other	PhosphoScore	-2.93959	Q9NYV6	proteoscore	-1.46356	4.30226634
P31350	RRM2	other	proteoscore	-1.64288	P31350	proteoscore	-2.56581	4.215317933
Q8IYT8	ULK2	kin	VIPER	1.718318532	Q8IYT8	VIPER	2.413609345	4.147349666
P04818	TYMS	other	proteoscore	-1.54505	P04818	proteoscore	-2.66927	4.124155614
Q9H1E3	NUCKS1	tf	proteoscore	2.03877	Q9H1E3	proteoscore	1.99013	4.05741734
O14874	BCKDK	kin	VIPER	5.207142675	O14874	VIPER	0.764117743	3.978870106
Q9NYP7	ELOVL5	other	proteoscore	-2.01773	Q9NYP7	proteoscore	-1.9701	3.975129873
O00767	SCD	other	proteoscore	-1.31151	O00767	proteoscore	-2.79884	3.670706648
P42680	TEC	kin	proteoscore	-0.461258	P42680	PhosphoScore	-7.7717	3.584758799
Q9H4B4	PLK3	kin	VIPER	0.8849491	Q9H4B4	VIPER	4.032779362	3.568804467
Q01664	TFAP4	tf	proteoscore	-1.5111	Q01664	proteoscore	-2.33817	3.533208687
P16949	STMN1	other	PhosphoScore	0.735477	P16949	PhosphoScore	4.61709	3.395763502
Q96FF9	CDCA5	other	proteoscore	-1.93119	Q96FF9	proteoscore	-1.70241	3.287677168
P17535	JUND	tf	proteoscore	-1.07647	P17535	proteoscore	-3.03698	3.269217861
Q99741	CDC6	other	proteoscore	-1.39684	Q99741	proteoscore	-2.2896	3.198204864
P53350	PLK1	kin	PhosphoScore	-2.37298	P53350	proteoscore	-1.29598	3.07533462
P17405	SMPD1	other	proteoscore	2.41475	P17405	proteoscore	1.25209	3.023484328
P15104	GLUL	other	proteoscore	-1.55801	P15104	proteoscore	-1.83203	2.85432106
Q96PL5	ERMAP	other	proteoscore	3.32709	Q96PL5	proteoscore	0.81721	2.718931219
Q6P3R8	NEK5	kin	VIPER	1.530241381	Q6P3R8	VIPER	1.75699288	2.688623211
P41440	SLC19A1	other	proteoscore	-1.7253	P41440	proteoscore	-1.54948	2.673317844
Q9Y6A5	TACC3	other	proteoscore	-1.16092	Q9Y6A5	proteoscore	-2.29625	2.66576255
P23276	KEL	other	proteoscore	1.90761	P23276	proteoscore	1.35711	2.588836607
P17706	PTPN2	phos	VIPER	-6.886187323	P17706	proteoscore	-0.367704	2.532078623
O95067	CCNB2	other	proteoscore	-1.84385	O95067	proteoscore	-1.36294	2.513056919
Q9H2H9	SLC38A1	other	proteoscore	-1.62048	Q9H2H9	proteoscore	-1.54508	2.503771238
P52292	KPNA2	other	proteoscore	-1.22823	P52292	proteoscore	-2.0289	2.491955847
Q9UKA4	AKAP11	other	proteoscore	-1.77579	Q9UKA4	proteoscore	-1.39923	2.484738642
O43542	XRCC3	other	proteoscore	-0.899005	O43542	proteoscore	-2.70343	2.430397087
O15392	BIRC5	other	proteoscore	-1.09698	O15392	proteoscore	-2.18702	2.3991172
Q53EL6	PDCD4	other	proteoscore	2.30682	Q53EL6	proteoscore	1.02101	2.355286288
Q2M2I8	AAK1	kin	VIPER	-3.055231334	Q2M2I8	VIPER	-0.76769126	2.345474392
Q99595	TIMM17A	other	proteoscore	-1.78323	Q99595	proteoscore	-1.25515	2.238221135
P04114	APOB	other	proteoscore	-1.83204	P04114	proteoscore	-1.20767	2.212499747
P17483	HOXB4	tf	proteoscore	-1.23837	P17483	proteoscore	-1.75687	2.175655102
Q8NEM2	SHCBP1	other	proteoscore	-1.37358	Q8NEM2	proteoscore	-1.58028	2.170641002
Q9Y448	KNSTRN	other	proteoscore	-0.752512	Q9Y448	proteoscore	-2.88437	2.170523037
Q9H5Q4	TFB2M	tf	proteoscore	-1.37399	Q9H5Q4	proteoscore	-1.55875	2.141706913
Q96BK5	PINX1	other	proteoscore	-1.71696	Q96BK5	proteoscore	-1.24591	2.139177634
P00747	PLG	other	proteoscore	1.03966	P00747	proteoscore	2.03974	2.120636088
O14965	AURKA	kin	VIPER	-1.107671998	O14965	proteoscore	-1.90953	2.11513291
Q8NFG4	FLCN	other	PhosphoScore	-1.66033	Q8NFG4	PhosphoScore	-1.2594	2.091019602
Q13555	CAMK2G	kin	VIPER	0.615683596	Q13555	VIPER	3.3955316	2.090573106
P04035	HMGCR	other	proteoscore	-1.02845	P04035	proteoscore	-1.98326	2.039683747
Q16659	MAPK6	kin	VIPER	-1.43685313	Q16659	VIPER	-1.409107945	2.024681161
Q9UKT4	FBXO5	other	proteoscore	-0.802704	Q9UKT4	proteoscore	-2.43801	1.957000379
Q86VP3	PACS2	other	proteoscore	1.38945	Q86VP3	proteoscore	1.40422	1.951093479
P54277	PMS1	other	proteoscore	-0.914888	P54277	proteoscore	-2.1227	1.942032758
P14635	CCNB1	other	proteoscore	-1.61749	P14635	proteoscore	-1.196	1.93451804
P78395	PRAME	other	proteoscore	-1.21491	P78395	proteoscore	-1.58976	1.931415322
P68400	CSNK2A1	kin	VIPER	2.056616437	P68400	VIPER	0.937975256	1.929055328
P06493	CDK1	kin	VIPER+PhosphoScore	-2.521303544	P06493	VIPER+PhosphoScore	-0.764911771	1.928574759
P01130	LDLR	other	proteoscore	-1.78911	P01130	proteoscore	-1.05951	1.895579936
Q96BP2	CHCHD1	other	proteoscore	0.727643	Q96BP2	proteoscore	2.59261	1.886494518
P49674	CSNK1E	kin	PhosphoScore	1.348935	P49674	VIPER	1.332192351	1.797040889
Q9NS91	RAD18	other	proteoscore	-1.37285	Q9NS91	proteoscore	-1.29845	1.782577083
P49366	DHPS	other	proteoscore	-1.07084	P49366	proteoscore	-1.6531	1.770205604
Q99541	PLIN2	other	proteoscore	0.791088	Q99541	proteoscore	2.21529	1.752489336
Q9P0P0	RNF181	other	proteoscore	-0.860195	Q9P0P0	proteoscore	-2.01912	1.736836928
Q9NQS7	INCENP	other	proteoscore	-1.1547	Q9NQS7	proteoscore	-1.4959	1.72731573
P35790	CHKA	kin	proteoscore	-1.35797	P35790	proteoscore	-1.24606	1.692112098
Q9H0E2	TOLLIP	other	proteoscore	0.601975	Q9H0E2	proteoscore	2.75177	1.656496746
P52655	GTF2A1	other	proteoscore	-0.407845	P52655	proteoscore	-3.97774	1.62230137
O15318	POLR3G	other	proteoscore	-0.958568	O15318	proteoscore	-1.68821	1.618264083
Q8TBN0	RAB3IL1	other	proteoscore	1.39479	Q8TBN0	proteoscore	1.14658	1.599238318
P20248	CCNA2	other	proteoscore	-0.902193	P20248	proteoscore	-1.73466	1.564998109
P00533	EGFR	kin	VIPER	-1.897131422	P00533	VIPER	-0.822840629	1.561036812
Q9P270	SLAIN2	other	proteoscore	-1.26196	Q9P270	proteoscore	-1.22818	1.549914033
Q9BXS6	NUSAP1	other	proteoscore	-1.42547	Q9BXS6	proteoscore	-1.08234	1.5428432
P13498	CYBA	other	proteoscore	-0.796849	P13498	proteoscore	-1.90651	1.519200587
O95835	LATS1	kin	proteoscore	-1.05917	O95835	proteoscore	-1.41723	1.501087499
P54132	BLM	other	proteoscore	-1.09096	P54132	proteoscore	-1.35791	1.481425494
Q9NZJ0	DTL	other	proteoscore	-0.699453	Q9NZJ0	proteoscore	-2.10741	1.474034247
Q99941	ATF6B	tf	proteoscore	-0.495603	Q99941	proteoscore	-2.96534	1.4696314
Q8IWA5	SLC44A2	other	proteoscore	0.802505	Q8IWA5	proteoscore	1.80556	1.448970928
Q9ULT8	HECTD1	other	proteoscore	-1.67755	Q9ULT8	proteoscore	-0.85925	1.441434838
P48357	LEPR	other	proteoscore	-0.667419	P48357	proteoscore	-2.13361	1.424011853
P52732	KIF11	other	proteoscore	-1.12741	P52732	proteoscore	-1.26089	1.421539995
Q96T88;Q96T88	UHRF1	other	proteoscore	-0.829352	Q96T88;Q96T88	proteoscore	-1.71275	1.420472638
O95229	ZWINT	other	proteoscore	-1.25298	O95229	proteoscore	-1.13305	1.419688989
Q9UBC3	DNMT3B	tf	proteoscore	-0.62452	Q9UBC3	proteoscore	-2.26645	1.415443354
O60566	BUB1B	kin	proteoscore	-0.783099	O60566	proteoscore	-1.80748	1.415435781
P00352	ALDH1A1	other	proteoscore	1.21621	P00352	proteoscore	1.15856	1.409052258
P08243	ASNS	other	proteoscore	-0.491927	P08243	proteoscore	-2.80968	1.382157453
P51955	NEK2	kin	VIPER	1.221284312	P51955	VIPER	1.128425274	1.378128085
Q8NC96	NECAP1	other	proteoscore	-0.844073	Q8NC96	proteoscore	-1.62818	1.374302777
Q15014	MORF4L2	other	proteoscore	-0.879818	Q15014	proteoscore	-1.54898	1.362820486
O00629	KPNA4	other	PhosphoScore	-1.04617	O00629	PhosphoScore	-1.28271	1.341932721
Q96AQ6	PBXIP1	tf	proteoscore	1.59534	Q96AQ6	proteoscore	0.824014	1.314582495
P11388	TOP2A	other	PhosphoScore	-1.27796	P11388	proteoscore	-0.993891	1.270152942
P25791	LMO2	tf	proteoscore	1.82107	P25791	proteoscore	0.668954	1.218212061
Q9BQI3	EIF2AK1	kin	proteoscore	0.947005	Q9BQI3	proteoscore	1.26475	1.197724574
O60238	BNIP3L	other	proteoscore	1.82357	O60238	proteoscore	0.655183	1.194772063
Q6UVJ0	SASS6	other	proteoscore	-1.08169	Q6UVJ0	proteoscore	-1.05882	1.145315006
P22681	CBL	other	PhosphoScore	-3.40706	P22681	proteoscore	-0.331924	1.130884983
Q8WWK9	CKAP2	other	proteoscore	-0.936539	Q8WWK9	proteoscore	-1.20369	1.127302629
Q13094	LCP2	other	proteoscore	-1.16729	Q13094	proteoscore	-0.964685	1.126067154
Q8N2K1	UBE2J2	other	proteoscore	-1.80848	Q8N2K1	proteoscore	-0.618194	1.117991485
P31323	PRKAR2B	other	PhosphoScore	-0.84338	P31323	PhosphoScore	-1.32496	1.117444765
O60281	ZNF292	tf	proteoscore	1.98589	O60281	proteoscore	0.562176	1.116419697
Q8TD16	BICD2	other	proteoscore	-0.755265	Q8TD16	proteoscore	-1.45417	1.098283705
Q9UBU8	MORF4L1	other	proteoscore	-0.913009	Q9UBU8	proteoscore	-1.19771	1.093520009
O43164	PJA2	other	proteoscore	-1.24187	O43164	proteoscore	-0.872749	1.083840801
Q8IX90	SKA3	other	proteoscore	-0.602841	Q8IX90	proteoscore	-1.77612	1.070717957
Q5TCY1	TTBK1	kin	VIPER	1.042236964	Q5TCY1	VIPER	1.024686177	1.06796581
Q86WA8	LONP2	other	proteoscore	-0.670284	Q86WA8	proteoscore	-1.59284	1.067655167
O43463	SUV39H1	other	proteoscore	-0.653504	O43463	proteoscore	-1.6063	1.049723475
O00257	CBX4	tf	proteoscore	-0.563969	O00257	proteoscore	-1.85432	1.045778996
Q9NXW2	DNAJB12	other	proteoscore	-0.80406	Q9NXW2	proteoscore	-1.29501	1.041265741
Q06124;Q06124	PTPN11	phos	VIPER+PhosphoScore	-0.465242322	Q06124;Q06124	PhosphoScore	-2.217235	1.031551559
Q9C004	SPRY4	other	proteoscore	-0.99228	Q9C004	proteoscore	-1.02896	1.021016429
Q9NVH6	TMLHE	other	proteoscore	0.865555	Q9NVH6	proteoscore	1.17252	1.014880549
Q16204	CCDC6	other	PhosphoScore	-0.814619	Q16204	proteoscore	-1.22057	0.994299513
Q15398	DLGAP5	other	proteoscore	-0.768174	Q15398	proteoscore	-1.28759	0.989093161
P15289	ARSA	other	proteoscore	0.764421	P15289	proteoscore	1.29336	0.988671545
Q07817	BCL2L1	other	proteoscore	-0.955203	Q07817	proteoscore	-1.03447	0.988128847
Q9BV40	VAMP8	other	PhosphoScore	-0.672738	Q9BV40	proteoscore	-1.45591	0.979445982
Q96CV9	OPTN	other	proteoscore	0.887301	Q96CV9	proteoscore	1.09568	0.97219796
Q96F44	TRIM11	other	proteoscore	-0.700497	Q96F44	proteoscore	-1.38316	0.968899431
Q15118	PDK1	kin	VIPER	0.999557524	Q15118	VIPER	0.968166637	0.967738247
Q96SB4	SRPK1	kin	VIPER	-1.367002958	Q96SB4	proteoscore	-0.693857	0.948504572
Q93063	EXT2	other	proteoscore	-0.510591	Q93063	proteoscore	-1.85674	0.948034733
O75362	ZNF217	tf	proteoscore	-1.11317	O75362	proteoscore	-0.839108	0.934069852
P17844	DDX5	other	proteoscore	-0.987941	P17844	proteoscore	-0.939507	0.928177485
Q9H3C7	GGNBP2	other	proteoscore	-1.21731	Q9H3C7	proteoscore	-0.756577	0.920988748
Q15392	DHCR24	other	proteoscore	-0.937685	Q15392	proteoscore	-0.978496	0.917521022
Q53HL2	CDCA8	other	proteoscore	-0.918179	Q53HL2	proteoscore	-0.988019	0.907178297
Q14807	KIF22	other	proteoscore	-0.875066	Q14807	proteoscore	-1.02584	0.897677705
P42677	RPS27	other	proteoscore	-0.491482	P42677	proteoscore	-1.79666	0.88302605
P46013	MKI67	other	proteoscore	-0.733657	P46013	proteoscore	-1.19946	0.879992225
O95999	BCL10	tf	proteoscore	-0.632198	O95999	proteoscore	-1.3609	0.860358258
P04183	TK1	kin	proteoscore	-0.640413	P04183	proteoscore	-1.33456	0.854669573
Q9H0H5	RACGAP1	other	proteoscore	-0.906064	Q9H0H5	proteoscore	-0.933923	0.846194009
Q6IQ49	SDE2	other	proteoscore	-0.541283	Q6IQ49	proteoscore	-1.56084	0.844856158
Q8WYL5	SSH1	phos	PhosphoScore	-1.58126	Q8WYL5	VIPER	-0.52456218	0.829469193
O43639	NCK2	other	proteoscore	-0.496498	O43639	proteoscore	-1.65598	0.822190758
P02549	SPTA1	other	proteoscore	1.55576	P02549	proteoscore	0.528039	0.821501955
O95235	KIF20A	other	proteoscore	-0.732916	O95235	proteoscore	-1.11854	0.819795863
Q14493	SLBP	other	proteoscore	-1.09489	Q14493	proteoscore	-0.748537	0.819565676
P35612	ADD2	other	proteoscore	1.44325	P35612	proteoscore	0.561091	0.809794586
P43250	GRK6	kin	VIPER	0.680375525	P43250	VIPER	1.186901116	0.80753847
Q13557;Q13557-3;Q13557	CAMK2D	kin	VIPER	1.071725357	Q13557;Q13557-3;Q13557	VIPER	0.752853403	0.806852082
Q9BW19	KIFC1	other	proteoscore	-0.854686	Q9BW19	proteoscore	-0.941418	0.804616785
Q969K3	RNF34	other	proteoscore	-0.696824	Q969K3	proteoscore	-1.15124	0.802211662
Q9NTG7	SIRT3	other	proteoscore	0.790204	Q9NTG7	proteoscore	1.0028	0.792416571
Q01196;Q01196	RUNX1	tf	PhosphoScore	-1.0153	Q01196;Q01196	PhosphoScore	-0.778235	0.790141996
Q06609	RAD51	other	proteoscore	-0.640152	Q06609	proteoscore	-1.23349	0.78962109
Q15758	SLC1A5	other	proteoscore	-0.623138	Q15758	proteoscore	-1.25714	0.783371705
O75534	CSDE1	other	proteoscore	-0.704268	O75534	proteoscore	-1.11074	0.782258638
P02100	HBE1	other	proteoscore	2.44885	P02100	proteoscore	0.318714	0.780482779
P52789	HK2	kin	proteoscore	-1.25086	P52789	proteoscore	-0.623192	0.779525945
P08514	ITGA2B	other	proteoscore	-1.02022	P08514	proteoscore	-0.759064	0.774412274
P53611	RABGGTB	other	proteoscore	-1.12474	P53611	proteoscore	-0.685845	0.771397305
Q96QE3	ATAD5	other	proteoscore	-0.829468	Q96QE3	proteoscore	-0.901562	0.747816829
P26447	S100A4	other	proteoscore	1.94844	P26447	proteoscore	0.381439	0.743211005
P49643	PRIM2	other	proteoscore	-0.717751	P49643	proteoscore	-1.03096	0.739972571
Q9Y5A9	YTHDF2	other	proteoscore	-0.809628	Q9Y5A9	proteoscore	-0.912496	0.738782311
P13473	LAMP2	other	proteoscore	0.774612	P13473	proteoscore	0.946133	0.732885975
O15234	CASC3	other	proteoscore	-0.874714	O15234	proteoscore	-0.836698	0.731871454
Q32MZ4	LRRFIP1	tf	proteoscore	-0.689033	Q32MZ4	proteoscore	-1.06017	0.730492116
Q8NG06	TRIM58	other	proteoscore	0.834847	Q8NG06	proteoscore	0.868581	0.725132242
P32189	GK	kin	proteoscore	0.637591	P32189	proteoscore	1.13679	0.724807073
Q04637	EIF4G1	other	proteoscore	-0.676168	Q04637	proteoscore	-1.04728	0.708137223
Q9NVI1	FANCI	other	proteoscore	-0.852548	Q9NVI1	proteoscore	-0.822846	0.701515712
P42226	STAT6	tf	proteoscore	0.785665	P42226	proteoscore	0.870898	0.684234077
P15144	ANPEP	other	proteoscore	1.7709	P15144	proteoscore	0.385427	0.682552674
O60825	PFKFB2	kin	proteoscore	0.497144	O60825	proteoscore	1.35402	0.673142919
P24468	NR2F2	tf	proteoscore	-1.07353	P24468	proteoscore	-0.623836	0.669706661
Q13112	CHAF1B	other	proteoscore	-0.69312	Q13112	proteoscore	-0.962524	0.667144635
P26358;P26358	DNMT1	other	proteoscore	-0.861197	P26358;P26358	proteoscore	-0.772145	0.664968958
P04004	VTN	other	proteoscore	0.71862	P04004	proteoscore	0.925084	0.664783864
P17612	PRKACA	kin	PhosphoScore	2.85179	P17612	VIPER	0.229134812	0.653444364
E9PAV3;Q13765	NACA	tf	proteoscore	-0.727908	E9PAV3;Q13765	proteoscore	-0.896531	0.652592087
P13645	KRT10	other	proteoscore	-0.587549	P13645	proteoscore	-1.10708	0.650463747
Q14781	CBX2	other	proteoscore	-0.389268	Q14781	proteoscore	-1.67065	0.650330584
Q8IZV5	RDH10	other	proteoscore	-0.448339	Q8IZV5	proteoscore	-1.44564	0.648136792
P36873	PPP1CC	other	proteoscore	-0.584438	P36873	proteoscore	-1.0948	0.639842722
Q13888	GTF2H2	other	proteoscore	-0.70082	Q13888	proteoscore	-0.910812	0.638315266
P09884	POLA1	other	proteoscore	-0.796661	P09884	proteoscore	-0.796295	0.634377171
O75410	TACC1	tf	proteoscore	-0.792202	O75410	proteoscore	-0.796589	0.631059399
Q14444	CAPRIN1	other	proteoscore	-0.657401	Q14444	proteoscore	-0.959687	0.630899193
Q504Q3	PAN2	other	proteoscore	0.976679	Q504Q3	proteoscore	0.639709	0.624790346
Q96R06	SPAG5	other	proteoscore	-0.779688	Q96R06	proteoscore	-0.793418	0.618618494
P14859	POU2F1	tf	proteoscore	0.493168	P14859	proteoscore	1.25228	0.617584423
O43566	RGS14	other	proteoscore	-1.1842	O43566	proteoscore	-0.52143	0.617477406
P42858	HTT	other	PhosphoScore	2.29101	P42858	proteoscore	0.266198	0.60986228
P13693	TPT1	other	proteoscore	-0.80631	P13693	proteoscore	-0.739757	0.596473467
Q7L2H7	EIF3M	other	proteoscore	-0.995812	Q7L2H7	proteoscore	-0.594356	0.591866837
Q7L591	DOK3	other	proteoscore	0.692188	Q7L591	proteoscore	0.850684	0.588833257
Q8NCF5	NFATC2IP	other	proteoscore	-0.492823	Q8NCF5	PhosphoScore	-1.19316	0.588016691
P42773	CDKN2C	other	proteoscore	0.931839	P42773	proteoscore	0.630969	0.587961522
Q5T6F2	UBAP2	other	proteoscore	-0.708688	Q5T6F2	proteoscore	-0.826001	0.585376997
P23921	RRM1	other	proteoscore	-0.709792	P23921	proteoscore	-0.816151	0.579297451
P55011	SLC12A2	other	proteoscore	-0.439016	P55011	proteoscore	-1.30369	0.572340769
P04181	OAT	other	proteoscore	1.11797	P04181	proteoscore	0.507013	0.566825324
O75081	CBFA2T3	tf	proteoscore	-1.26252	O75081	proteoscore	-0.445715	0.562724102
Q9BRJ6	C7orf50	other	proteoscore	-1.23926	Q9BRJ6	proteoscore	-0.453671	0.562216323
P62899	RPL31	other	proteoscore	-0.564001	P62899	proteoscore	-0.974892	0.549840063
P49642	PRIM1	other	proteoscore	-0.634142	P49642	proteoscore	-0.866445	0.549449165
Q5VV42	CDKAL1	other	proteoscore	-0.816747	Q5VV42	proteoscore	-0.667902	0.545506955
Q16877	PFKFB4	kin	proteoscore	0.637218	Q16877	proteoscore	0.845016	0.538459405
P60520	GABARAPL2	other	proteoscore	-0.593888	P60520	proteoscore	-0.906556	0.53839273
Q9BVS4	RIOK2	kin	proteoscore	-0.672444	Q9BVS4	proteoscore	-0.792234	0.532733
Q15154	PCM1	other	proteoscore	-0.642781	Q15154	proteoscore	-0.820939	0.527683991
Q9H3M7	TXNIP	other	proteoscore	0.403675	Q9H3M7	proteoscore	1.30334	0.526125775
Q676U5;Q676U5-3;Q676U5	ATG16L1	other	proteoscore	-0.597205	Q676U5;Q676U5-3;Q676U5	proteoscore	-0.859152	0.51308987
O95602	POLR1A	other	proteoscore	-0.631919	O95602	proteoscore	-0.810848	0.512390257
Q13111	CHAF1A	other	proteoscore	-0.555468	Q13111	proteoscore	-0.913981	0.507687198
Q9Y314	NOSIP	other	proteoscore	-0.497276	Q9Y314	proteoscore	-1.01546	0.504963887
P42695	NCAPD3	other	proteoscore	-0.707362	P42695	proteoscore	-0.711433	0.50324067
Q16822	PCK2	other	proteoscore	0.708003	Q16822	proteoscore	0.709898	0.502609914
Q9BRS2	RIOK1	kin	proteoscore	-0.730101	Q9BRS2	proteoscore	-0.681582	0.4976237
P05165	PCCA	other	proteoscore	0.719049	P05165	proteoscore	0.687628	0.494438226
P15531	NME1	kin	proteoscore	-0.375278	P15531	proteoscore	-1.31453	0.493314189
Q8IXI2	RHOT1	other	proteoscore	0.889867	Q8IXI2	proteoscore	0.553179	0.492255737
Q8TAP6	CEP76	other	proteoscore	-0.675438	Q8TAP6	proteoscore	-0.726238	0.490528742
Q92835	INPP5D	other	proteoscore	1.55746	Q92835	proteoscore	0.3146	0.489976916
O75821	EIF3G	other	proteoscore	-0.642166	O75821	proteoscore	-0.755128	0.484917527
Q96GD4	AURKB	kin	VIPER	-0.442377079	Q96GD4	proteoscore	-1.0923	0.483208484
Q13501	SQSTM1	kin	proteoscore	-0.95892	Q13501	proteoscore	-0.498321	0.477849973
Q8WTV0	SCARB1	other	proteoscore	-0.503971	Q8WTV0	proteoscore	-0.947815	0.477671273
P11940	PABPC1	other	proteoscore	-0.765298	P11940	proteoscore	-0.615894	0.471342446
Q9P1Y6	PHRF1	other	proteoscore	-0.43071	Q9P1Y6	proteoscore	-1.08649	0.467962108
Q8WVD3	RNF138	other	proteoscore	-0.796934	Q8WVD3	proteoscore	-0.580916	0.462951712
